id_poi_datatourisme;match_score;name;siret;site_internet;contact_url;entree_plain_pied
1577;90.1;Les délices de la cathédrale;;https://www.instagram.com/les_delices_de_la_cathedrale/?hl=fr;;True
1584;89.7;Keepcool Rouen;;https://www.keepcool.fr/s/salle-de-sport-rouen-centre/?utm_source=campaign-gmb;;True
1648;97.6;Le Bistro St Maclou;;https://www.facebook.com/STMACLOU/;;True
1734;129.9;Gill Côté Bistro;;https://www.gill-cote-bistro.fr/;;True
1753;87.5;Historial Jeanne d'Arc;;;;True
1768;129.7;B&B Hotel Rouen Centre Rive Gauche;;;;True
1945;101.9;Brit Hotel Confort Rouen Centre;;;;True
2153;129.6;Les Macarons de Grand'Mère Auzou;;http://www.auzouchocolatier.fr/;;True
2247;124.1;Le Cacotier;;;;False
2295;128.8;Le 106;;https://www.le106.com/;https://www.le106.com/contactez-nous.html;True
2326;95.0;Théâtre à l'Ouest Rouen;;https://theatrealouest.com/rouen;;True
2400;112.0;Cité Immersive Viking;;https://viking.cites-immersives.fr;https://viking.cites-immersives.fr/fr/infos-pratiques/?_gl=1*czvqwx*_up*MQ..*_gs*MQ..*_ga*MTQ1OTQ5OTQ1MC4xNzQzNTE0NDI3*_ga_BW0LGHNMJY*MTc0MzUxNDQyNC4xLjAuMTc0MzUxNDQyNC4wLjAuNDE2MzMwNTYz&gclid=Cj0KCQjwna6_BhCbARIsALId2Z3imxe7utW243cTv9UYdY2lrmubIbktc0EyGQ;True
2459;129.9;Le P'tit Zinc;;http://www.restaurant76.fr/;;True
2490;129.9;Morand Hotel;;;;False
2591;113.7;Radisson Blu Hotel, Rouen Centre;;;;True
2780;129.5;La Table de Flore;;;;False
2810;129.5;Gill;;;;False
3039;129.3;La Galerie des Arts du feu;;;;True
3070;113.6;MUSEUM D'HISTOIRE NATURELLE;;;;True
3217;129.8;La Maison D'Emma;;;;False
3310;129.7;B&B Hotel Rouen Centre Rive Droite;;;;True
3443;113.4;Café victor;;;;True
3447;85.4;MUSEE MARITIME FLUVIAL ET PORTUAIRE DE ROUEN;;;;True
3747;95.6;Alive Hotel de Québec;;;;False
3872;87.2;Chapelle Saint-Louis – L'étincelle, Théâtre(s) de la Ville de Rouen;;https://letincelle-rouen.fr/;;True
3927;113.7;Mercure Rouen Centre Cathédrale;;;;True
3953;129.1;Ibis Rouen Centre Rive Gauche Mermoz;;;;True
4093;86.8;Hôtel de Bourgtheroulde, Autograph Collection;;;;True
4111;130.0;Au Flaméron;;;;False
4213;98.8;Hotel  Littéraire  Gustave Flaubert;;;;False
4615;129.9;Café Hamlet;;;;False
4711;129.8;Maison Pinel;;;;False
4714;129.8;Les gens heureux;;;;False
4741;129.0;Mer Amitié;;;;True
4988;129.7;Historial Jeanne d'Arc;;;;True
4999;112.5;Hotel  Paulette  Rouen Centre  Cathédrale;;;;True
5239;129.3;Novotel Suites Rouen Normandie;;;;True
5438;129.9;Maison vatelier;;;;False
5554;130.0;Hotel de la Cathedrale;;;;False
5560;129.3;Hôtel Le Vieux Carré;;;;True
5716;115.6;ibis Rouen Centre Champ de Mars;;https://all.accor.com/hotel/5690/index.fr.shtml;https://all.accor.com/hotel/5690/index.fr.shtml;True
5874;87.4;Les délices de la cathédrale;;https://www.instagram.com/les_delices_de_la_cathedrale/?hl=fr;;True
5961;104.0;Kinepolis Rouen;;;;
6144;129.6;Brasserie Paul;;;;False
6190;128.8;ibis budget Rouen Centre Rive Gauche;;;;True
6321;109.8;ibis budget Rouen Centre Rive Gauche;;;;True
6396;91.3;Cité Immersive Viking;;https://viking.cites-immersives.fr;https://viking.cites-immersives.fr/fr/infos-pratiques/?_gl=1*czvqwx*_up*MQ..*_gs*MQ..*_ga*MTQ1OTQ5OTQ1MC4xNzQzNTE0NDI3*_ga_BW0LGHNMJY*MTc0MzUxNDQyNC4xLjAuMTc0MzUxNDQyNC4wLjAuNDE2MzMwNTYz&gclid=Cj0KCQjwna6_BhCbARIsALId2Z3imxe7utW243cTv9UYdY2lrmubIbktc0EyGQ;True
6448;129.2;IBIS STYLES ROUEN CENTRE CATHEDRALE;;;;
6515;129.3;Les Maraîchers;;;;False
6521;97.5;Chocolaterie AUZOU Jean-Marie ROUEN;;https://www.auzouchocolatier.fr/;;True
6529;129.3;L'ODAS;;https://lodas.fr/;;True
6534;122.3;Holiday Inn Express - Rouen Centre - Rive Gauche, an IHG Hotel;;;;True
6567;109.7;All Sports Café Rouen;;;;True
6713;129.8;Le P'Tit Bec;;;;False
2081;113.7;La Balaiterie;;https://www.labalaiterie.fr/;https://www.labalaiterie.fr/contactez-nous;False
2373;129.3;Chez Ch'Rystophe;;;;True
3215;85.1;ATELIER N°7 MARIE HÉLÈNE LECUYER;;;;False
1989;109.3;Gîte de l'Andelle;;https://www.airbnb.fr/rooms/1318141235208207123?source_impression_id=p3_1746432205_P3zdhOu_7zSmQujD;;
915;95.4;Centre Hospitalier Intercommunal Elbeuf-Louviers-Val de Reuil;;http://www.chi-elbeuf-louviers.fr/;;True
5648;130.0;Hotel du Chateau Blanc;;;;False
2426;113.0;Flower Camping Vitamin';;http://www.camping-vitamin.com/;;True
4402;103.5;initial by balladins Dieppe;;;;False
6058;102.8;Golden Tulip Dieppe Hôtel & Spa;;https://dieppe.goldentulip.com/fr-fr/?utm_content=partoo&utm_medium=seo-bgp&utm_source=google;;True
2106;91.0;Gîtes de Caumont - Bois Saleu;;https://www.gitesdecaumont.eu/;;
3539;91.8;Gîtes de Caumont - Neuf Moulin;;https://www.gitesdecaumont.eu/;;
4363;91.6;Gite La Hérissonnerie;;;;False
2073;94.3;Le Clos Brayon;;;;True
6373;101.6;Le Clos Brayon;;;;True
540;98.8;Mairie - Saint-Jean-de-Folleville;;https://www.saintjeandefolleville.fr/;;True
2454;93.9;Hôtel Spa Les Pins De César;;https://lespinsdecesar.com/;;True
3126;110.5;Tim'Jet;;https://www.timjet.fr/;https://www.timjet.fr/contact;
3322;130.0;Auberge Bout de Bois;;https://www.aubergeboutdebois.com/fr/;https://www.aubergeboutdebois.com/fr/contact;
4381;129.5;Les Pépites Gourmandes;;https://www.facebook.com/profile.php?id=61584806144469;;
4875;90.7;Mémorial de Bruneval;;https://bruneval42.com/;https://bruneval42.com/nous-contacter/;
6426;129.7;MOANA;;http://omaoma-asso.fr;https://lapetitegraine.ellohaweb.com/;True
6350;89.4;Mairie - Saint-Laurent-en-Caux;;;;True
1771;86.6;Gîte les Clairières;;https://www.gitehachard.com/;https://www.gitehachard.com/contact.html;
6259;104.4;Camping Les Pommiers;;https://www.camping-les-pommiers.com/;https://www.camping-les-pommiers.com/contact/?_gl=1*14xtfio*_up*MQ..*_ga*MTY1NDAwODUxLjE3Nzg1MDMyNDA.*_ga_4NSWTX8W6Q*czE3Nzg1MDMyMzkkbzEkZzAkdDE3Nzg1MDMyMzkkajYwJGwwJGgw;True
6467;110.7;Camping Les Pommiers;;https://www.camping-les-pommiers.com/;https://www.camping-les-pommiers.com/contact/?_gl=1*14xtfio*_up*MQ..*_ga*MTY1NDAwODUxLjE3Nzg1MDMyNDA.*_ga_4NSWTX8W6Q*czE3Nzg1MDMyMzkkbzEkZzAkdDE3Nzg1MDMyMzkkajYwJGwwJGgw;True
138;94.6;Manoir de l'Aumônerie;;;;False
879;110.0;Manoir de l'Aumônerie;;;;False
2518;112.8;Manoir de l'Aumônerie;;;;False
3083;108.0;Manoir de l'Aumônerie;;;;False
2512;90.2;La Berteliere, The Originals Relais (Qualys-Hotel);;;;True
1419;90.1;Mairie - Saint-Nicolas-d'Aliermont;;http://www.saint-nicolas-aliermont.fr;;
4234;129.2;Musée de l'Horlogerie.;21760624300012.0;http://www.musee-horlogerie-aliermont.fr;;True
181;95.5;Les Gîtes du Château de Maltot;;;;False
2462;93.4;Mairie - Saint-Ouen-sous-Bailly;;http://www.saintouensousbailly.fr;;
2034;93.0;Centre d'art contemporain de la Matmut - Daniel Havis;;https://www.matmutpourlesarts.fr/;https://www.matmutpourlesarts.fr/contact;False
1202;121.9;Centre Hospitalier de Saint-Romain-de-Colbosc;;;;True
6031;113.5;Brasserie Bakpaker;;https://www.brasserie-bakpaker.fr/;;True
5872;88.2;Mairie - Saint-Sylvain;;;;False
352;86.5;Mairie - Saint-Valery-en-Caux;;http://www.ville-saint-valery-en-caux.fr;;False
489;112.0;Camping D'Etennemare;;http://www.camping-etennemare.com;https://camping-etennemare.com;False
1164;129.3;Hôtel les Bains;;http://www.lesbains76.com/;;False
1976;113.4;Club Nautique Valeriquais;;;;False
2275;129.1;La Maison Des Galets;;;;
3165;129.6;Hôtel les Bains;;http://www.lesbains76.com/;;False
3188;88.2;Centre Hospitalier du Grand Large;;;;True
3963;113.5;Hôtel du Casino;;https://www.hotel-casino-saintvalery.com/?utm_source=google&utm_medium=organic&utm_campaign=my_business;;True
4473;93.5;Théâtre Le Rayon Vert;;;;True
4979;129.8;Hôtel Henri IV;;;;
5938;89.0;Office de Tourisme de Saint-Valery-en-Caux;;https://cote-albatre-tourisme.fr/;;True
6507;130.0;crêperie la Gouanière;;;;True
4732;85.6;LA FERME DUMESNIL;;https://www.facebook.com/FermeDumesnil76;;True
6200;110.8;LA FERME DUMESNIL;;https://www.facebook.com/FermeDumesnil76;;True
19;93.0;Le Rive Gauche;;https://www.lerivegauche76.fr/;;True
3243;104.7;Premiere Classe Rouen Sud - Parc des Expositions;;;;True
4099;105.8;ibis budget Rouen Parc des Expos Zenith;;;;True
5908;109.8;IBIS STYLES ROUEN PARC EXPO ZENITH;;http://ibis.com;;True
770;129.6;Logis Hôtel La Bonne Adresse;;https://www.logishotels.com/fr/hotel/-118958?partid=1535;;False
1243;129.6;La Petite Rade Hôtel;;;;True
1458;128.9;Le Bout du Monde;;;;
4862;129.7;Eugénie Brasserie;;https://eugenie-brasserie.fr/;https://eugenie-brasserie.fr/contact;
5396;129.6;LE GRAND LARGE;;https://www.legrandlarge76.fr/;;True
6076;87.1;La Bise Le Havre;;https://labise.cool/;;
6430;118.8;Le Chat Blue;;;;True
4484;118.7;Charcuterie & Boucherie à la Ferme - EARL SOGI;;http://www.charcuterie-a-la-ferme.com/;;True
6375;130.0;Le Grill;;;;True
1782;129.1;Le Relais des Dalles;;;;True
2573;91.6;Chateau De Sissi;;;;False
5342;91.7;Chateau De Sissi;;;;False
6002;103.9;Manoir de Briquedalles;44179135700029.0;https://www.sejour-dalbatre.com;https://www.sejour-dalbatre.com/fr/contact;
6710;129.1;Le Relais des Dalles;;;;True
2825;87.4;Fromages de chèvres - Anthore Babeth. Chevrerie du vieux manoir;;;;True
1726;93.8;Mairie - Saumont-la-Poterie;;;;False
2465;86.3;Mairie - Saumont-la-Poterie;;;;False
4662;111.1;Mairie - Saumont-la-Poterie;;;;False
5902;93.8;Mairie - Saumont-la-Poterie;;;;False
5442;96.8;Mairie - Serqueux;;http://www.serqueux76.fr;;True
1941;92.6;Vallée de Gîtes Normands;;;;
3086;129.6;Restaurant Le Normandie;;http://www.le-normandie-terres-de-caux.fr/;;True
4006;111.2;Camembert Les 5 Frères;;https://www.crowdfarming.com/en/farmer/camembert-5-freres/up/adopt-a-cow-camembert-5-freres-normandy/overharvest;;True
6113;93.5;Brasserie La Godène;;https://sites.google.com/view/brasserielagodene;;True
6206;89.3;Brasserie La Godène;;https://sites.google.com/view/brasserielagodene;;True
5644;129.6;Restaurant Antre Amis;;;;True
3430;104.3;"Camping municipal ""Les Acacias""";;http://www.camping-acacias.fr;;True
2056;98.1;Gites L'Hirondelle - L'Hirondo;;;;
4009;89.1;Gites L'Hirondelle - L'Hirondo;;;;
6605;117.3;Gites L'Hirondelle - L'Hirondo;;;;
1118;92.1;Mairie - Val-de-Saâne;;http://www.valdesaane.com;;
6360;85.2;Tabouret Didier;;;;
420;129.8;Le Scie-Gare;;http://lesciegare.com/;;True
1354;104.4;Office de Tourisme d'Auffay, Val-de-Scie - Terroir de Caux;20006853400011.0;https://www.quibervillesurmer-auffay-tourisme.com/;https://www.quibervillesurmer-auffay-tourisme.com/pratique/nous-contacter/;True
2593;89.2;Cocci Market Auffay;;http://coccimarket.fr/CocciMarket/AUFFAY/13-RUE-NARCISSE-DUFOUR.aspx;;True
2854;129.8;Le Scie-Gare;;http://lesciegare.com/;;True
452;112.0;Maison Caillet;;http://maisoncaillet.com;;True
1124;129.2;Maison Caillet;;http://maisoncaillet.com;;True
1850;129.8;Hotel Restaurant de la Terrasse;;;;False
552;88.1;Mairie - Vatierville;;;;False
3440;93.2;Mairie - Vatteville-la-Rue;;http://www.vattevillelarue.fr;;True
3771;93.1;Mairie - Vatteville-la-Rue;;http://www.vattevillelarue.fr;;True
6452;128.9;Auberge du Moulin;;;;True
1523;103.5;Office de Tourisme de Veules-les-Roses;;https://cote-albatre-tourisme.fr/;;True
5305;129.9;Relais Hotelier Douce France;;;;False
1163;130.0;Les Frégates Hotel Restaurant;;http://www.les-fregates.com/;;False
1324;112.9;Les Frégates Hotel Restaurant;;http://www.les-fregates.com/;;False
4076;129.5;Hotel des Bains;;;;True
2797;85.6;Espace Saint-Aquilin;;;;True
421;113.7;Camping Les Près de la Mer;;https://www.lespresdelamer.com/;https://www.lespresdelamer.com/acces/;True
2694;113.0;Camping Maupassant;;https://www.camping-maupassant.com/;https://www.camping-maupassant.com/;True
1433;89.6;Pizza Chez Vous Yerville;;https://www.pizzachezvous.fr/;;
2614;113.8;La Halle d'Antan;;;;False
3193;129.8;L Atelier des Gourmands;;;;False
505;129.3;La Sirène;;http://www.hotel-sirene.com/;;False
673;129.6;Gîte Les Proses Trémières;;;;True
1528;90.3;Point information d'Yport - Fécamp Tourisme;;https://www.fecamptourisme.com/;;True
1928;85.9;Mairie - Yport;;http://www.ville-yport.fr;;False
1929;130.0;Hotel Restaurant Normand Yport;;http://www.hotel-normand.fr/;;False
5293;104.3;La Sirène;;http://www.hotel-sirene.com/;;False
5521;99.8;Hotel Restaurant Normand Yport;;http://www.hotel-normand.fr/;;False
5552;129.8;La Sirène;;http://www.hotel-sirene.com/;;False
6114;112.9;Le Cabestan et sa Plume;;;;True
299;129.0;AUBERGE D'YPREVILLE;;;;True
61;130.0;Yvetot Normandie Tourisme;;http://www.yvetot-normandie-tourisme.fr/;;True
118;111.3;B&B HOTEL Yvetot;;;;True
302;92.8;McDonald's;;http://www.restaurants.mcdonalds.fr/mcdonalds-yvetot;;True
881;129.8;Creme de Pâtissière;;;;True
1484;129.8;Bienfaits;;;;False
3849;90.9;Hôpital ASSELIN HEDELIN;;https://hopital-yvetot.com/;;True
3972;129.8;Bienfaits;;;;False
5029;129.9;Le Moulin à Poivre;;https://www.facebook.com/lemoulinapoivreyvetot/;;True
5536;108.3;Hautot Chocolatier Pâtissier;;https://chocolatshautot.com/boutiques/chocolatier-yvetot/;;True
1848;130.0;L'Hirondelle;;https://www.lhirondelle-etoutteville.com/fr;https://www.lhirondelle-etoutteville.com/fr/contact;True
2470;130.0;L'Hirondelle;;https://www.lhirondelle-etoutteville.com/fr;https://www.lhirondelle-etoutteville.com/fr/contact;True
3797;130.0;L'Hirondelle;;https://www.lhirondelle-etoutteville.com/fr;https://www.lhirondelle-etoutteville.com/fr/contact;True
405;129.0;La Villa 10;;;;False
475;92.9;Hôtel la Résidence  Manoir de la Salamandre;;;;False
600;92.3;L'Aiguille Creuse - Étretat;;https://menuonline.fr/laiguillecreuse;https://menuonline.fr/laiguillecreuse/contact;True
637;115.0;Casino Joa Etretat;;https://www.joa.fr/;https://www.joa.fr/casinos/etretat;
894;129.9;Le Bel Ami;;https://www.lebelami.com/;;
1260;92.3;Hotel Restaurant Dormy House;;;;False
1385;129.2;Le Restaurant Du Perrey;;https://hotelrayonvertetretat.com/restaurant/;https://hotelrayonvertetretat.com/acces-et-contact/;
1623;129.9;Hôtel Le Rayon Vert;;;;True
1716;129.6;Le Bistretatais;;;;
2395;129.7;La Flottille;;https://restaurant-laflottille.fr/;https://restaurant-laflottille.fr/contact/;
2904;90.2;L'Aiguille Creuse - Étretat;;https://menuonline.fr/laiguillecreuse;https://menuonline.fr/laiguillecreuse/contact;True
3116;129.5;Castel de la Terrasse;;;;False
3162;110.1;Voiles et Galets D'Etretat;;https://www.voilesetgalets.com/;https://www.voilesetgalets.com/contact.html;
3183;113.3;L'Huitriere;;https://www.lhuitriere.fr/;;
3268;129.7;Hotel D'Angleterre;;http://www.etretat-hotel-angleterre.com/;;False
3530;129.4;LE HOMARD BLEU;;https://www.restaurant-lehomardbleu.com/;https://www.restaurant-lehomardbleu.com/#acces-contact;
3902;89.3;L'Aiguille Creuse - Étretat;;https://menuonline.fr/laiguillecreuse;https://menuonline.fr/laiguillecreuse/contact;True
4117;96.6;Hautot Chocolatier Pâtissier;;https://chocolatshautot.com/boutiques/chocolatier-etretat/;;True
4432;111.3;Le Romain d'Etretat;;http://www.leromaindetretat.com/;https://www.leromaindetretat.com/informations-contact/;True
4456;114.7;Casino Joa Etretat;;https://www.joa.fr/;https://www.joa.fr/casinos/etretat;
4787;129.8;Hotel  des Falaises;;;;False
5231;100.7;Le Lann-Bihoué;;https://www.etretat-lannbihoue.fr/;;
5837;113.4;Le Clos Lupin - Maison Maurice Leblanc;;;;False
6161;113.8;Hôtel la Résidence  Manoir de la Salamandre;;;;False
6314;108.2;L'Aiguille Creuse - Étretat;;https://menuonline.fr/laiguillecreuse;https://menuonline.fr/laiguillecreuse/contact;True
6427;112.9;Château des Aygues;;https://www.lehavreseine-patrimoine.fr/patrimoines/patrimoine-civil-et-domestique/chateau-des-aygues;https://chateaulesaygues.simdif.com/contact.html;
6632;109.8;Camping Municipal;;https://etretat.fr/;https://etretat.fr/nous-contacter/;
6681;130.0;Pani Pitt;;;;
