id_poi;poi;poi_api;source;verdict;score
402;L'Écurie et l'Étable;Aucun;Aucune;Inconnu;0
403;Visite : Les Cordiers au temps des bains de mer;Aucun;Aucune;Inconnu;0
404;Les chemins de forrières;Aucun;Aucune;Inconnu;0
405;Hôtel La Villa 10;La Villa 10;AccèsLibre;Non;129
406;La Villa Castel;Aucun;Aucune;Inconnu;0
407;Centre de santé de Fontaine le Dun;Fontaine Le Dun;OSM;Inconnu;88
409;Atelier petit miroir rond;Aucun;Aucune;Inconnu;0
410;Gîtes de France® - Chez Mireille;Aucun;Aucune;Inconnu;0
411;Cours de catamarans - Centre Nautique du Tréport;Le Tréport – Mers-les-Bains;OSM;Inconnu;75
412;Forêt domaniale d'Arques;Aucun;Aucune;Inconnu;0
413;Visite de Ville « Ferro et Aqua »;Aucun;Aucune;Inconnu;0
414;Marché traditionnel;Aucun;Aucune;Inconnu;0
415;La Saurisserie;Aucun;Aucune;Inconnu;0
416;La soirée de l'année ! Ebb'Flow en concert;Aucun;Aucune;Inconnu;0
417;L'Espace Beauté de Sophie Coiffure;SOPHIE COIFFURE DOUDEVILLE L'Espace beauté;AccèsLibre;Oui;114
418;Le Séchoir à Lin;Aucun;Aucune;Inconnu;0
419;Auberge de la Forêt;Aucun;Aucune;Inconnu;0
420;Hôtel Restaurant le Scie-Gare;Le Scie-Gare;AccèsLibre;Oui;130
421;Camping Les Prés de la Mer;Camping Les Près de la Mer;AccèsLibre;Oui;114
422;Résidence du bord de mer n°5;Aucun;Aucune;Inconnu;0
423;La Charreterie - Studio;Aucun;Aucune;Inconnu;0
424;Mme ROSSIGNOL Geneviève;Aucun;Aucune;Inconnu;0
425;Gîtes de France® - Le Colombier;Aucun;Aucune;Inconnu;0
426;Gîtes de France® - Le Clos des Fleurs;Aucun;Aucune;Inconnu;0
427;Les Magiciens de La Nuit;Aucun;Aucune;Inconnu;0
428;Foyer de la culture et des loisirs de Clères;Clères;OSM;Inconnu;114
429;Gîtes de France® - La Villa;Aucun;Aucune;Inconnu;0
430;Exposition - Enfants et alcools : normes, éducation, prévention;Aucun;Aucune;Inconnu;0
431;Aire de stationnement et de service Camping Les Falaises de Toussaint;Les Falaises de Toussaint;OSM;Inconnu;73
432;Bistrot des Barrières;Bistrot des Barrières;OSM;Inconnu;129
433;"Visites commentées ""Mémoires d'Albâtre""";Aucun;Aucune;Inconnu;0
434;Huitres de Veules-les-Roses;Aucun;Aucune;Inconnu;0
435;Visite de la Chapelle de Villedieu et du village de Haucourt;Aucun;Aucune;Inconnu;0
436;Gîtes de France® - La Grange au Pré des Marées;Aucun;Aucune;Inconnu;0
437;Ferme pédagogique d'Épaville;Aucun;Aucune;Inconnu;0
438;L'Abel maison de MADAM Paris;Aucun;Aucune;Inconnu;0
440;L'idylle;Aucun;Aucune;Inconnu;0
441;Gîtes de France® - La Lampotte 1;Aucun;Aucune;Inconnu;0
442;Grandes voix d’Afrique - Lauréats du concours international de chant;Aucun;Aucune;Inconnu;0
444;Exposition : la vie dans les années 1920;Aucun;Aucune;Inconnu;0
445;Le verger du Mesnil;Aucun;Aucune;Inconnu;0
446;Gîte de Laure;Aucun;Aucune;Inconnu;0
447;Concert : Helios 10 Ans - Acte 1;Aucun;Aucune;Inconnu;0
448;[Cérémonies] Libération d'Offranville;MOBCO Offranville;AccèsLibre;Oui;93
449;Hôtel Sofhôtel;Sofhotel;AccèsLibre;Oui;129
450;Week-end « Pause en couple » à l’écrin de l’Andelle;Aucun;Aucune;Inconnu;0
451;Séance de yoga;Aucun;Aucune;Inconnu;0
452;Maison Caillet;Maison Caillet;AccèsLibre;Oui;112
453;L'Effet des Fées;Aucun;Aucune;Inconnu;0
454;Centre aquatique E'Caux Bulles;E'Caux bulles;OSM;Non;123
455;Balade à cheval islandais;Aucun;Aucune;Inconnu;0
456;Les Gîtes de Marjorie - La Maison de Jeanne;Aucun;Aucune;Inconnu;0
457;Cinéma du Casino;Aucun;Aucune;Inconnu;0
458;Tapisserie Literie Hoinville-Boulan;Aucun;Aucune;Inconnu;0
459;Port de Plaisance;Aucun;Aucune;Inconnu;0
462;Le Caillebourg 1;Centre Équestre du Caillebourg;OSM;Inconnu;72
463;La Bergerie;Aucun;Aucune;Inconnu;0
464;L'Ô2 Mer;L'Ô2 mer;OSM;Oui;123
466;Gîte de la Vallée;Aucun;Aucune;Inconnu;0
467;Ferme des Chataigniers;Aucun;Aucune;Inconnu;0
468;Visite naturaliste des falaises : Falaise d'Aval ou d'Amont;Aucun;Aucune;Inconnu;0
469;Marché d'Aumale;Auto Ecole De LOU AUMALE;AccèsLibre;Inconnu;88
470;"Théâtre : ""Journal de mer""";Aucun;Aucune;Inconnu;0
471;Festival “ Ça bouge dans mon quartier ” à Blangy-sur-Bresle;Mairie - Blangy-sur-Bresle;AccèsLibre;Inconnu;90
472;L’Arlésienne - Georges Bizet;Aucun;Aucune;Inconnu;0
473;Vacances de printemps créatives avec Manufactory;Aucun;Aucune;Inconnu;0
474;Au balcon de la falaise;Aucun;Aucune;Inconnu;0
475;La Petite Salamandre;Hôtel la Résidence  Manoir de la Salamandre;AccèsLibre;Non;93
476;Wonder Women - L’Arpeggiata;Aucun;Aucune;Inconnu;0
477;[Atelier] Fabrication de lumignons;Aucun;Aucune;Inconnu;0
478;Visite naturaliste Natterra : Marée de découverte en famille à Etretat;Aucun;Aucune;Inconnu;0
479;La Bichotterie;Aucun;Aucune;Inconnu;0
480;La Vallée de Valmont;Aucun;Aucune;Inconnu;0
481;Bourvil à bicyclette;Aucun;Aucune;Inconnu;0
482;Restaurant du Clos Rouen - La Vaupalière;Le Clos De La Vaupalière - Rouen;AccèsLibre;Non;112
483;Le Mont de Beaussault;Aucun;Aucune;Inconnu;0
484;Aire de pique-nique de Bosc-le-Hard;Aucun;Aucune;Inconnu;0
485;Au pied des vagues;Aucun;Aucune;Inconnu;0
486;"Catamaran 14"" - Stage";La terrasse du Casino;OSM;Inconnu;70
487;Téléski nautique - Base de Loisirs de Caniel;Base de Loisirs Lac de Caniel;OSM;Inconnu;89
488;Villa Jack'Line - RDC;Aucun;Aucune;Inconnu;0
489;Camping Etennemare;Camping D'Etennemare;AccèsLibre;Non;112
490;Flab' des Vents;Aucun;Aucune;Inconnu;0
491;Hôtel Ibis Budget Petit-Quevilly;Ibis budget Rouen Petit Quevilly;AccèsLibre;Oui;103
492;La Maison du Rebours;Aucun;Aucune;Inconnu;0
493;Chez M. Calentier;Aucun;Aucune;Inconnu;0
494;Théâtre : Victor Hugo, un géant dans un siècle;Aucun;Aucune;Inconnu;0
495;Gîte Peintres Impressionnistes Normandie;Aucun;Aucune;Inconnu;0
496;L'échoppe l'Atelier Des Marées;Aucun;Aucune;Inconnu;0
497;Le Denver;Le Denver;AccèsLibre;Oui;130
498;Concours de Pêche en mer;Aucun;Aucune;Inconnu;0
499;Mme Catherine Langaney;Aucun;Aucune;Inconnu;0
500;L’histoire d’Yvetot à travers les noms de ses rues;Yvetot;OSM;Inconnu;79
501;Humour : Thomas Marty;Aucun;Aucune;Inconnu;0
502;À la découverte de Bondeville et Colleville;Aucun;Aucune;Inconnu;0
503;Forêt de Jumièges;Jumièges;OSM;Oui;98
504;Les Brisants;Aucun;Aucune;Inconnu;0
505;La Sirène - Restaurant;La Sirène;AccèsLibre;Non;129
506;Visite commentée de la Collection de faïences « Vieux Forges »;Aucun;Aucune;Inconnu;0
507;Rendez-vous aux jardins;Aucun;Aucune;Inconnu;0
508;Jardin-clos du Manoir du Fay;Aucun;Aucune;Inconnu;0
509;Visite thématique : Les secrets gravés de l'abbaye;Aucun;Aucune;Inconnu;0
510;Valleuse de Senneville-sur-Fécamp;Aucun;Aucune;Inconnu;0
511;Point Location Nautisme;Aucun;Aucune;Inconnu;0
512;Château d'Ouville l'Abbaye;Aucun;Aucune;Inconnu;0
513;Atelier : gravure à emporter;Aucun;Aucune;Inconnu;0
514;Réouverture du Jardin Agapanthe;Aucun;Aucune;Inconnu;0
515;Le Pavillon du Bosc aux Moines;Le Bosc aux Moines;OSM;Inconnu;89
516;Gîtes de France® - Le Grand Catillon;Le Grand Catillon;OSM;Inconnu;93
517;Découverte du Marais de Longueil;Aucun;Aucune;Inconnu;0
518;Visite guidée : L'USST 488;USST 488;OSM;Inconnu;93
519;Rallye du Patrimoine;Aucun;Aucune;Inconnu;0
520;Marché traditionnel;Aucun;Aucune;Inconnu;0
521;La Régissière;Aucun;Aucune;Inconnu;0
522;Maison de Santé pluridisciplinaire Les Carmes;Maison 512;OSM;Non;79
523;Vestiges du Château Gauthier Giffard;Aucun;Aucune;Inconnu;0
524;Biclou à [H]istoires en balade gourmande autour du Tortillard;Aucun;Aucune;Inconnu;0
525;Gîtes de France® - Gîte du Valnaye;Aucun;Aucune;Inconnu;0
526;Villa quai du Tréport;Aucun;Aucune;Inconnu;0
527;Le Bistrot de la Pucelle;Le Bistrot de la Pucelle;AccèsLibre;Inconnu;130
528;Brasserie Saint Joseph - Boutique;Brasserie Saint Joseph;AccèsLibre;Oui;96
529;Gîtes de France® - Le Catteville;Catteville;OSM;Inconnu;72
530;L'ancienne forge, chambres d'hôtes;Aucun;Aucune;Inconnu;0
531;Journées archéologiques régionales de Normandie 2026;Aucun;Aucune;Inconnu;0
532;Cours d'équitation en petit comité;Aucun;Aucune;Inconnu;0
534;Parc du chateau de Merval;Aucun;Aucune;Inconnu;0
535;La Paysagerie;Aucun;Aucune;Inconnu;0
536;Concours de pétanque;Aucun;Aucune;Inconnu;0
537;Entre Varenne et Scie;Aucun;Aucune;Inconnu;0
538;la Ferme des Trois Portes;Ferme des Trois Portes;AccèsLibre;Oui;93
539;Palais Ducal;Palais Ducal;OSM;Inconnu;95
541;La belle histoire;Aucun;Aucune;Inconnu;0
543;Descente de la Durdent en kayak ou en paddle;Aucun;Aucune;Inconnu;0
545;Savon D'ICI;Aucun;Aucune;Inconnu;0
546;LU6D;LU6D Rouen;OSM;Inconnu;99
547;Gîtes de France® - Le Clos du Bailly;Aucun;Aucune;Inconnu;0
548;PR La Forêt de Jumièges;Aucun;Aucune;Inconnu;0
549;Atelier Yin Yoga;Aucun;Aucune;Inconnu;0
550;La Fumisterie - dîners spectacles;Aucun;Aucune;Inconnu;0
551;La surprise;Aucun;Aucune;Inconnu;0
552;Église de Vatierville;Mairie - Vatierville;AccèsLibre;Non;88
553;Boutique de la Maison de la Rando et du Trail;Maison de la Randonnée et du Trail;AccèsLibre;Oui;89
554;La Maisonnette;Aucun;Aucune;Inconnu;0
555;Chez Annie et Claude PIZZAGALLI;Aucun;Aucune;Inconnu;0
556;Visite thématique : Architecture romane, architecture gothique;Aucun;Aucune;Inconnu;0
557;Gîte L'Air du Large;Aucun;Aucune;Inconnu;0
558;Exposition : Pietra, une ville rêvée;Hôtel de Ville;OSM;Inconnu;94
559;Visite commentée de l’église Saint Eloi;Église Saint-Eloi;OSM;Inconnu;95
560;Château d'Herbouville;Aucun;Aucune;Inconnu;0
561;Villa The Treport;Le Tréport B;OSM;Inconnu;83
562;The People Bar;The People - Le Havre;AccèsLibre;Non;99
563;Aire de pique-nique de Montville;Aucun;Aucune;Inconnu;0
564;L'Hirondelle;Aucun;Aucune;Inconnu;0
565;Balade commentée de Serqueux;Serqueux;OSM;Inconnu;92
566;Exposition : Famille Gaignoux - Transmission et métamorphoses;Aucun;Aucune;Inconnu;0
567;A.R.C.A.D.E. Bowling;Aucun;Aucune;Inconnu;0
568;[Atelier] Couture;Aucun;Aucune;Inconnu;0
569;Exposition : La vie quotidienne pendant la Seconde Guerre Mondiale;Aucun;Aucune;Inconnu;0
570;Moulin de l'Arbalète;Aucun;Aucune;Inconnu;0
571;Glaces Ortiz;Aucun;Aucune;Inconnu;0
572;Vacances de printemps créatives avec Manufactory;Aucun;Aucune;Inconnu;0
573;Le Chalet du Pêcheur;Aucun;Aucune;Inconnu;0
574;Gîte des Briff;Aucun;Aucune;Inconnu;0
575;Cap Fécamp à Tribord;Aucun;Aucune;Inconnu;0
576;Ancien Bailliage d'Arques la Bataille;Ancien Bailliage;OSM;Inconnu;98
577;Atelier d'argile en famille;Aucun;Aucune;Inconnu;0
578;Gîtes de France® - La Maison Rouge;Aucun;Aucune;Inconnu;0
579;La Cascade;La Cascade;OSM;Inconnu;129
580;Le Refuge de la Sente;Aucun;Aucune;Inconnu;0
581;Théâtre : La Ferme des Animaux;Aucun;Aucune;Inconnu;0
582;"Marché à la ferme ""Les Prés d'Artemare""";Aucun;Aucune;Inconnu;0
583;Lecture spectacle Ne m’enterrez pas vivante, vérifiez bien !;Aucun;Aucune;Inconnu;0
584;Aire de stationnement et de service d'Eu;Aucun;Aucune;Inconnu;0
585;Le Bouche à Oreille;Le bouche à oreille;OSM;Inconnu;129
586;Appartement en plein coeur de Saint-Valery-en-Caux;Aucun;Aucune;Inconnu;0
587;Agrimont;Aucun;Aucune;Inconnu;0
588;Concert : Gospel pour 100 voix - The Deliverance Tour;Aucun;Aucune;Inconnu;0
589;Gîtes de France® - Gîte du Loup Vert;Aucun;Aucune;Inconnu;0
590;Au fil du tissage : démonstrations du métier à tisser;Aucun;Aucune;Inconnu;0
591;Marché des producteurs, gourmands  et artisanaux - Grande foire à tout;Aucun;Aucune;Inconnu;0
592;Webiozen;Aucun;Aucune;Inconnu;0
593;Lait de Mai;Aucun;Aucune;Inconnu;0
595;BERENGERE KRIEF - SEXE;Aucun;Aucune;Inconnu;0
596;La petite maison normande;Aucun;Aucune;Inconnu;0
597;La Longère du Val;Aucun;Aucune;Inconnu;0
598;Clinique Saint Hilaire;Clinique Saint-Hilaire;AccèsLibre;Oui;129
599;La Mer à Boire;À la Mer à Boire;OSM;Non;117
600;Restaurant de l'Hôtel L'Aiguille Creuse;L'Aiguille Creuse - Étretat;AccèsLibre;Oui;92
601;Gîte le clos des Nandous;Aucun;Aucune;Inconnu;0
602;Gite à la ferme;Aucun;Aucune;Inconnu;0
603;Ferme de Bray Conservatoire de la Mémoire Rurale;Aucun;Aucune;Inconnu;0
604;Un Été musical au Jardin,  7e édition;Aucun;Aucune;Inconnu;0
605;Chez Doudou entre Terre et Mer;Aucun;Aucune;Inconnu;0
606;Marché d'Auzouville sur Ry;Mairie de Auzouville-sur-Ry;AccèsLibre;Non;104
607;Sur la trace des chevaux;Aucun;Aucune;Inconnu;0
608;Atelier participatif : Carnet d’idées pour mon jardin;Aucun;Aucune;Inconnu;0
609;La Côte de la Vierge;Aucun;Aucune;Inconnu;0
610;Château d'Eu - Musée Louis-Philippe;Musée Louis-Philippe;OSM;Inconnu;129
611;Pont Colbert;Aucun;Aucune;Inconnu;0
612;La Maison de Patou;Aucun;Aucune;Inconnu;0
613;Fête Patronale de Serqueux;Serqueux;OSM;Inconnu;92
614;Enigma Keys;Aucun;Aucune;Inconnu;0
616;RICHARD Maryse;Aucun;Aucune;Inconnu;0
617;D'Eux-Mêmes;D'Eux-Memes;AccèsLibre;Inconnu;114
618;Team Break Rouen;Team Break Rouen;AccèsLibre;Oui;113
619;Isa Lin Créations;Aucun;Aucune;Inconnu;0
620;Chez Sylviane et Olivier;Aucun;Aucune;Inconnu;0
621;Bienvenue chez Mme Saint-Martin;Aucun;Aucune;Inconnu;0
623;Four à pain de Flainville;Aucun;Aucune;Inconnu;0
624;Gîtes de France® - La Clozette;Aucun;Aucune;Inconnu;0
625;Les Hirondelles;Aucun;Aucune;Inconnu;0
626;Expo Dominique Cointrel;Aucun;Aucune;Inconnu;0
627;"Visites guidées ""Les Trois trésors de Blainville""";Aucun;Aucune;Inconnu;0
628;Aire de stationnement du Camping Les Mouettes;Aucun;Aucune;Inconnu;0
629;Entre Seine et Terre;Aucun;Aucune;Inconnu;0
630;Ciné Seine;Aucun;Aucune;Inconnu;0
631;Jardin du Mesnil et Parc Botanique de Bray;Mesnil et Parc Botanique de Bray Garden;AccèsLibre;Oui;85
632;Balade au fil de l'Austreberthe;Aucun;Aucune;Inconnu;0
633;La Maison des Sources 2;Aucun;Aucune;Inconnu;0
634;Bien dans mon jardin : Dans le jardin de ma main;Aucun;Aucune;Inconnu;0
635;[79ème Salon des Peintres & Sculpteurs];Aucun;Aucune;Inconnu;0
636;Atelier l'Oeil du Photographe;Aucun;Aucune;Inconnu;0
637;[Fermé] Casino Joa Etretat;Casino Joa Etretat;AccèsLibre;Inconnu;115
638;La Cavée des Sabotiers;Aucun;Aucune;Inconnu;0
639;Guillaume Fourrier · Guide de pêche · 29 records France et monde;Aucun;Aucune;Inconnu;0
640;[Théâtre d'objets] Un océan d'amour;Aucun;Aucune;Inconnu;0
641;Le Comptoir JOA;Aucun;Aucune;Inconnu;0
642;Masterclass d’aquarelle – Thème du lin;Aucun;Aucune;Inconnu;0
643;Maison des Dalles;Aucun;Aucune;Inconnu;0
644;Balade commentée avec Claudine Naty;Aucun;Aucune;Inconnu;0
645;"Studio ""Le Panoramic""";Le Panoramic;OSM;Inconnu;91
646;Le Manège;Aucun;Aucune;Inconnu;0
647;CHEVRIER Véronique;Aucun;Aucune;Inconnu;0
648;Chez le roi des Canaries;Aucun;Aucune;Inconnu;0
651;Port de plaisance de Saint-Aubin lès Elbeuf;Aucun;Aucune;Inconnu;0
652;Catamaran - Location;Aucun;Aucune;Inconnu;0
653;Gîtes de France® - L'appartement du Chanteclerc;Aucun;Aucune;Inconnu;0
654;La Belle Jeannette - Appartement 2;Aucun;Aucune;Inconnu;0
655;Randonnée à Beaussault;Aucun;Aucune;Inconnu;0
656;Le Bristol;L'abri;OSM;Inconnu;79
657;Mont Madame;Aucun;Aucune;Inconnu;0
658;Gîtes de France® - Colombier de Caux;Aucun;Aucune;Inconnu;0
659;"Exposition ""Fantastique physique !""";Aucun;Aucune;Inconnu;0
660;L'Evasion;Aucun;Aucune;Inconnu;0
661;[Cabaret] Le grand show des amoureux;Aucun;Aucune;Inconnu;0
667;Exposition de vieilles voitures avec l'Association Un Brin de Souvenir à Yerville;Yerville;OSM;Inconnu;91
668;Gîtes de France® - La Cour du Puits;Aucun;Aucune;Inconnu;0
669;Gîtes de France® - du Mesnil;Aucun;Aucune;Inconnu;0
670;Les Bains des Docks - Institut;Les Bains des Docks;OSM;Inconnu;120
671;Le gîte de Malaunay;Aucun;Aucune;Inconnu;0
672;Gîtes de France® - Le Brandeville;Brandeville;OSM;Inconnu;79
673;Les Proses Trémières;Gîte Les Proses Trémières;AccèsLibre;Oui;130
674;La Veules;Aucun;Aucune;Inconnu;0
675;Routes par le Maroc;Aucun;Aucune;Inconnu;0
676;Planche à voile - Cours particuliers;Aucun;Aucune;Inconnu;0
677;Hôtel Mercure Rouen Centre Champ de Mars;Mercure Rouen Centre Champ de Mars;AccèsLibre;Oui;112
678;Valleuse du Petit-Ailly;Aucun;Aucune;Inconnu;0
679;Le Domaine des jardins de Bracquetuit;Mairie - Bracquetuit;AccèsLibre;Inconnu;87
680;Aux rendez-vous des gourmets;Aux Rendez-Vous des Gourmets;AccèsLibre;Non;130
681;Aéroport Rouen Vallée de Seine;Aéroport;OSM;Inconnu;94
682;Sur la Route de l'Ouraille;Aucun;Aucune;Inconnu;0
683;Parc Canadien - Descente en canoë-kayak;Aucun;Aucune;Inconnu;0
684;La Vienne;Aucun;Aucune;Inconnu;0
685;Eglise Notre Dame du Bourg Dun;Le Bourg-Dun;OSM;Inconnu;88
686;Aire de pique-nique du Bocasse;Aucun;Aucune;Inconnu;0
687;"Visites commentées ""Mémoires d'Albâtre""";Aucun;Aucune;Inconnu;0
689;Oscar Hôtel;Oscar Hotel;AccèsLibre;Non;130
690;Le Bourg Joli;Aucun;Aucune;Inconnu;0
691;Chambre Hortensia;Aucun;Aucune;Inconnu;0
692;Michael;Aucun;Aucune;Inconnu;0
693;[Visite guidée] Faune, flore et histoire du Château;Aucun;Aucune;Inconnu;0
694;Maison de santé pluridisciplinaire Saint Eloi;Maison de Santé Saint-Eloi;OSM;Inconnu;99
695;Le Commerce;Le Commerce;OSM;Inconnu;129
696;Saison 2;Saison 2;AccèsLibre;Inconnu;91
697;Racines;Aucun;Aucune;Inconnu;0
698;La Forêt Monumentale : jusqu'en septembre 2026;Aucun;Aucune;Inconnu;0
699;Concert : Broken Back;Aucun;Aucune;Inconnu;0
700;Salle Culturelle La Ficelle;Aucun;Aucune;Inconnu;0
701;LE PIGEONNIER 1;Aucun;Aucune;Inconnu;0
702;Le Gîte du Clocheton;Aucun;Aucune;Inconnu;0
703;"Les Gîtes du Manoir du Perroy ""la Maison de Pierres""";Manoir du Perroy;OSM;Inconnu;98
704;L'ambullangère;L'Ambullangère;OSM;Inconnu;128
706;Visite guidée : La Reconstruction en 90 minutes chrono !;Aucun;Aucune;Inconnu;0
708;Les clos masures;Aucun;Aucune;Inconnu;0
709;Atelier Yin Yoga;Aucun;Aucune;Inconnu;0
710;Chambre & Caux;Aucun;Aucune;Inconnu;0
711;Autour de Guernesey;Aucun;Aucune;Inconnu;0
712;Minoterie Louis Capron;Aucun;Aucune;Inconnu;0
713;Vide grenier;Aucun;Aucune;Inconnu;0
714;La Closerie de Nointot;Aucun;Aucune;Inconnu;0
715;Les Confiseurs;Les Confiseurs;AccèsLibre;Oui;112
716;Gîtes de France® - Le Mesnilvasse;Aucun;Aucune;Inconnu;0
717;Stage Voilier Grand Surprise;Aucun;Aucune;Inconnu;0
720;Normand' Street Festival;Aucun;Aucune;Inconnu;0
721;Visite guidée : Tunnel Sainte-Marie;Aucun;Aucune;Inconnu;0
722;Auberge du Val au Cesne;Auberge du Val au Cesne;AccèsLibre;Oui;129
723;Conférence :  Jules Durand, le monde ouvrier et Le Havre;Aucun;Aucune;Inconnu;0
724;[Fête foraine] Foire d'été de Dieppe;Aucun;Aucune;Inconnu;0
725;Fête du cheval;Aucun;Aucune;Inconnu;0
726;Papilles;Aucun;Aucune;Inconnu;0
727;Ruines de nuit;Aucun;Aucune;Inconnu;0
728;Abbaye Saint-Martin;Église Saint-Martin;OSM;Inconnu;71
729;Les Champs-Élysées;Aucun;Aucune;Inconnu;0
730;Atelier de cartographie utopique;Aucun;Aucune;Inconnu;0
731;Marché traditionnel;Aucun;Aucune;Inconnu;0
732;Initiation Tango Argentin;Aucun;Aucune;Inconnu;0
733;Ô Rucher des 2 sources;Aucun;Aucune;Inconnu;0
734;PR La Forêt de Montgeon;Aucun;Aucune;Inconnu;0
735;Gîte Saâne;Aucun;Aucune;Inconnu;0
736;LE PAPE Alain et Eliane;Aucun;Aucune;Inconnu;0
737;La cabane perchée du trappeur;Aucun;Aucune;Inconnu;0
738;Randonnée à Gaillefontaine Saint Maurice;Aucun;Aucune;Inconnu;0
739;SEALAR AÉROPORT LE HAVRE;Aucun;Aucune;Inconnu;0
740;Spectacle : Jean-Luc Lemoine - Liquidation;Aucun;Aucune;Inconnu;0
741;Atelier : À la découverte des vins du Languedoc;Aucun;Aucune;Inconnu;0
742;Colline Sainte-Catherine - Panorama de Rouen;Panorama Rouen Est;OSM;Inconnu;87
743;Plage-Baignade Fécamp;Aucun;Aucune;Inconnu;0
744;Grand Hôtel de la Seine;Grand Hôtel De La Seine (Kyriad);AccèsLibre;Non;106
745;Gîte Le Clos D’Anthime;Aucun;Aucune;Inconnu;0
746;Concert Notre Dame de Paris;Aucun;Aucune;Inconnu;0
747;Fromagerie des Trèfles;Fromagerie des trèfles;AccèsLibre;Inconnu;112
748;Gîtes de France® - Les Terriens;Aucun;Aucune;Inconnu;0
749;Gîtes de France® - Coeur de Caux;Aucun;Aucune;Inconnu;0
750;Le Jardin du Colombier;Aucun;Aucune;Inconnu;0
751;Soirée chippendale au Cristal Cabaret;Aucun;Aucune;Inconnu;0
752;Gîtes de France® - Le Trèfle à Quatre Feuilles;Aucun;Aucune;Inconnu;0
753;Jumping de Canteleu;Aucun;Aucune;Inconnu;0
754;Le Palais des Sens - Une heure pour soi;Une Heure pour Soi;OSM;Inconnu;123
755;Loto du C.A. Longuevillais Football;Aucun;Aucune;Inconnu;0
756;Stage RS FEVA pour les 12-15 ans - Ecole de voile du Tréport Sensation Large;Le Tréport – Mers-les-Bains;OSM;Inconnu;76
757;Au fil de la Lézarde;Aucun;Aucune;Inconnu;0
758;Gîte le RanDodo;Aucun;Aucune;Inconnu;0
759;Mix & Move - Le cocktail nomade;Aucun;Aucune;Inconnu;0
760;La fabrique des ados : customisation;Aucun;Aucune;Inconnu;0
761;Le Chemin des Ecoliers;Aucun;Aucune;Inconnu;0
762;Camping à la Ferme de Flamanville;Camping à la ferme de Flamanville;OSM;Inconnu;78
763;Scène ouverte : Lavomatic Tour #5;Aucun;Aucune;Inconnu;0
765;Stage de voile sur habitable;Aucun;Aucune;Inconnu;0
766;L'Ecurie;Aucun;Aucune;Inconnu;0
767;Hôtel Le Cardinal;Hotel Cardinal Rouen;AccèsLibre;Oui;102
768;Quarter Horse Dream;Aucun;Aucune;Inconnu;0
769;Marché de la brocante;Aucun;Aucune;Inconnu;0
770;La Bonne Adresse;Logis Hôtel La Bonne Adresse;AccèsLibre;Non;130
771;"""Gamping"" de la Ferme du Pollet";Aucun;Aucune;Inconnu;0
772;Le B'52;Le B'52;OSM;Inconnu;129
773;Salon de Thé La Hulotte;Aucun;Aucune;Inconnu;0
774;Les journées piquantes - À la découverte de capsicum;Aucun;Aucune;Inconnu;0
776;Les Bruyères;Aucun;Aucune;Inconnu;0
777;[Exposition photos et sculptures] Olivier larrey et Patrick M. Dassargues;Aucun;Aucune;Inconnu;0
778;La Forge;Aucun;Aucune;Inconnu;0
779;Gîte Coeur de Normandie;Aucun;Aucune;Inconnu;0
780;Les Bains des Docks;Les Bains des Docks;AccèsLibre;Oui;113
781;Le Nouveau Monde;Aucun;Aucune;Inconnu;0
782;Le Grand Pavois - Restaurant;Hôtel Le Grand Pavois;AccèsLibre;Oui;130
783;Hôtel Centre Rouen Vieille Tour;Hôtel Centre Rouen Vieille Tour;AccèsLibre;Oui;111
784;Les Cormorans;Aucun;Aucune;Inconnu;0
785;La Sittelle;Aucun;Aucune;Inconnu;0
787;Le paradis des fleurs;Aucun;Aucune;Inconnu;0
788;Planche à voile - Stage;Aucun;Aucune;Inconnu;0
789;SCEA Ferme de Torchy;Aucun;Aucune;Inconnu;0
790;Visite en famille de la ferme pédagogique d'Épaville;Aucun;Aucune;Inconnu;0
791;Bien-être & Harmonie;Aucun;Aucune;Inconnu;0
793;Escapade Verte Marine;Aucun;Aucune;Inconnu;0
794;COMPLET - Atelier bijoux en porcelaine;Aucun;Aucune;Inconnu;0
795;Carpe Diem 76 - Maison avec jardin privatif;Aucun;Aucune;Inconnu;0
797;Musée National de l'Éducation;Musée National de l'Education;AccèsLibre;Non;130
798;Rencontre avec l'autrice Pascale Dewambrechies;Aucun;Aucune;Inconnu;0
799;Centre des Fontaines;MJC d'Eu / Centre des Fontaines;OSM;Inconnu;126
800;Château de Saint-Clair et son parc paysagé;Aucun;Aucune;Inconnu;0
801;Les traversées de l'estuaire de la Seine - Départ du Havre;Aucun;Aucune;Inconnu;0
802;Fête de la Saint Aubin-Chorale suivie d'une messe dans l'église Saint Aubin;Église Saint-Aubin;OSM;Inconnu;81
803;Une ville, des quartiers : De la rue Saint-Patrice aux Bons-Enfants;Aucun;Aucune;Inconnu;0
804;Gîtes de France® - Le Phare Ouest;Aucun;Aucune;Inconnu;0
805;Gîtes de France® - Domaine de Gretot;Gretôt;OSM;Inconnu;96
806;Gîtes de France® - La Pommeraie 76;Aucun;Aucune;Inconnu;0
807;Cercle de la Voile de Dieppe;Cercle de la Voile de Dieppe;AccèsLibre;Oui;129
808;Découverte contée du jardin d'art Terre d'Accord;Aucun;Aucune;Inconnu;0
809;Visit and Run;Aucun;Aucune;Inconnu;0
810;Auberge Val'Riquaise;Auberge val'riquaise;OSM;Inconnu;129
