id_poi;poi;poi_api;source;verdict;score
811;[Exposition] Photo Show;Aucun;Aucune;Inconnu;0
812;Location de vélo - Vélo 7;Aucun;Aucune;Inconnu;0
813;Les Monts;Aucun;Aucune;Inconnu;0
814;24 heures de la voie romaine;Aucun;Aucune;Inconnu;0
815;Atelier créatif : jardins et fleurs;Aucun;Aucune;Inconnu;0
816;Cuisine pirntanière colorée et légère;Aucun;Aucune;Inconnu;0
817;Restaurant Campanile Barentin;Campanile Rouen Nord - Barentin;AccèsLibre;Oui;107
818;Porte Océane;Café de la Porte Océane;AccèsLibre;Non;112
819;Descente de la Durdent en kayak ou en paddle;Aucun;Aucune;Inconnu;0
820;Family's Games;Family's Games;AccèsLibre;Inconnu;112
821;Hôtel O Bout du Quai;Ô Bout du Quai;AccèsLibre;Oui;130
822;La Maison - Chambre Manor House;Aucun;Aucune;Inconnu;0
823;[Atelier] Blockprinting;Aucun;Aucune;Inconnu;0
824;Exposition de peinture;Aucun;Aucune;Inconnu;0
825;[Visite guidée] Cité maritime;Aucun;Aucune;Inconnu;0
826;Centre Henri Becquerel;Becquerel;OSM;Inconnu;90
827;[Atelier] Auto-réparation vélo;Aucun;Aucune;Inconnu;0
828;Fête communale- Foire à tout/corso fleuri et fête foraine à Canville les deux églises;Canville-les-Deux-Églises I;OSM;Inconnu;93
829;Lecture avec Catherine à la Librairie des 400 coups;Les 400 coups - Librairie jeunesse;AccèsLibre;Oui;96
830;Balade nautique - Centre Nautique du Tréport;Le Tréport – Mers-les-Bains;OSM;Inconnu;76
832;Aire de stationnement et de service de Veulettes-sur-Mer (chemin des courses);Aucun;Aucune;Inconnu;0
833;Hôtel de la Plage;Aucun;Aucune;Inconnu;0
834;Mme DEBRUYNE Angélique;Aucun;Aucune;Inconnu;0
835;L'Auberge Bucheoise;Aucun;Aucune;Inconnu;0
836;"Exposition et Grand Jeu ""Bien sur ma planète"" : Mission valorisation";Aucun;Aucune;Inconnu;0
837;Les racontines;Aucun;Aucune;Inconnu;0
838;Bienvenue chez Martine et Jean-Claude VAILLANT;Aucun;Aucune;Inconnu;0
839;[Visite du Château] Grâce aux 5 sens;Aucun;Aucune;Inconnu;0
840;La fabrique des ados : crochet;Aucun;Aucune;Inconnu;0
841;Rien ? Danse par la Compagnie Monsieur K;Aucun;Aucune;Inconnu;0
842;La Petite “Lourdes”;La Petite “Lourdes”;OSM;Inconnu;83
843;Gîte La Maisonnette;Aucun;Aucune;Inconnu;0
844;Château Saint-Victor;Aucun;Aucune;Inconnu;0
845;Fête de la mer;Aucun;Aucune;Inconnu;0
846;Exposition A Touch of Hopper par Dom Simon;Aucun;Aucune;Inconnu;0
847;Visite commentée de la Chapelle des Noyers;Aucun;Aucune;Inconnu;0
848;Forêt indivise d'Eu;Aucun;Aucune;Inconnu;0
849;Vedettes Baie de Seine - Traversées de l'estuaire;Aucun;Aucune;Inconnu;0
850;O DELA DE L'O, le 64;Aucun;Aucune;Inconnu;0
851;M et Mme Lecomte;Aucun;Aucune;Inconnu;0
852;Oceng Oryema;Aucun;Aucune;Inconnu;0
853;Les Petites Suites Dieppoises - L'Atelier Couture;Aucun;Aucune;Inconnu;0
854;Dieppe Bowling;Aucun;Aucune;Inconnu;0
855;Cathédrale Notre-Dame de Rouen;Mercure Rouen Centre Cathédrale;AccèsLibre;Oui;87
856;Jonas + Lars & Co;Aucun;Aucune;Inconnu;0
857;ULM 76;Aucun;Aucune;Inconnu;0
858;Les Cinq Hêtres;Aucun;Aucune;Inconnu;0
859;Hôtel Relais d'Étretat;Hôtel Relais d'Étretat;AccèsLibre;Oui;129
860;Visite guidée du manoir d'Auffay;Aucun;Aucune;Inconnu;0
861;Balade autour de l’observatoire photographique du Grand Site;Aucun;Aucune;Inconnu;0
862;Aire de stationnement et de service de Saint-Pierre-Bénouville;Aucun;Aucune;Inconnu;0
863;Stage P'tit Mousse;Aucun;Aucune;Inconnu;0
864;Les Gourmandises du Chêne;Le panier du Chêne;OSM;Inconnu;96
865;Randonnée à Mauquenchy;Mauquenchy;OSM;Inconnu;77
866;Vue du Pont;Aucun;Aucune;Inconnu;0
867;"Marché à la ferme ""Les Prés d'Artemare""";Aucun;Aucune;Inconnu;0
868;La Vallée de la Ganzeville;Mairie - Ganzeville;AccèsLibre;Inconnu;106
869;Café-Librairie les Bucoliques;Aucun;Aucune;Inconnu;0
871;North' Fest Fête Viking;Aucun;Aucune;Inconnu;0
872;Le Lin en Fête;Aucun;Aucune;Inconnu;0
874;La Fiesta Du Pasino - 90 / 2000;Pasino;OSM;Inconnu;99
875;Gîte de l'Obione;Aucun;Aucune;Inconnu;0
876;La baie du Havre en voilier;Billetterie visite du port;OSM;Inconnu;75
877;Stages de danse contemporaine;Aucun;Aucune;Inconnu;0
879;Manoir de l'aumônerie - Gîte de la Longère;Manoir de l'Aumônerie;AccèsLibre;Non;110
880;L'Ecrin de l'Andelle;Aucun;Aucune;Inconnu;0
881;Crème de Pâtissière;Creme de Pâtissière;AccèsLibre;Oui;130
882;Les Gîtes du Val Renoux;Aucun;Aucune;Inconnu;0
883;Domaine de Merval;Aucun;Aucune;Inconnu;0
884;Fête Communale;Aucun;Aucune;Inconnu;0
885;Bienvenue chez M. et Mme Hédouin;Aucun;Aucune;Inconnu;0
886;Minute patrimoine : Entracte au théâtre;Aucun;Aucune;Inconnu;0
887;Le Bouchon Normand;Bouchon Normand;AccèsLibre;Oui;130
888;Dimanche sportif - Yoga;Aucun;Aucune;Inconnu;0
889;"Exposition ""Sous la pluie : peindre, vivre et rêver""";Aucun;Aucune;Inconnu;0
890;La Route de Pompon;Aucun;Aucune;Inconnu;0
891;Le jardin des Lilas;Aucun;Aucune;Inconnu;0
893;Parc Canadien - Tipis Camping;Parc Canadien;AccèsLibre;Oui;94
894;Le Bel Ami;Le Bel Ami;AccèsLibre;Inconnu;130
895;[Fête de la Musique] Artistes locaux;Aucun;Aucune;Inconnu;0
896;Earth Moov';Aucun;Aucune;Inconnu;0
897;Librairie Banse;Librairie Banse;AccèsLibre;Oui;129
898;La Verrière - Bar à cocktail - Palais Bénédictine;La Bénédictine;OSM;Inconnu;75
899;Gîtes de France® - L'Orvason;Aucun;Aucune;Inconnu;0
900;Emji;EMJI;AccèsLibre;Oui;130
901;Graines de Fée;Aucun;Aucune;Inconnu;0
902;Les Croix des Blanques;Aucun;Aucune;Inconnu;0
903;Apprentis fermier;Aucun;Aucune;Inconnu;0
904;Maison de santé pluridisciplinaire Wastus Santé;Aucun;Aucune;Inconnu;0
905;Appart'hôtel Odalys City Le Havre Centre Les Docks;Appart'hôtel Odalys City Le Havre Centre Les Docks;AccèsLibre;Oui;130
906;Office de tourisme de Bray Eawy;Bureau touristique Bray-Eawy;AccèsLibre;Oui;94
907;Aux sources de l'Eaulne;L'Eaulne;OSM;Inconnu;75
908;Danse : La petite soldate;Aucun;Aucune;Inconnu;0
909;SPORTEVENTS;Sport events;OSM;Inconnu;78
910;Atelier DIY - Faire sa trousse de toilette Mijuin;Aucun;Aucune;Inconnu;0
911;La maison au calme;Aucun;Aucune;Inconnu;0
913;Jardin des Amouhoques;Jardin des Amouhoques;OSM;Inconnu;124
914;Exposition : Alexandre Honoré;Aucun;Aucune;Inconnu;0
915;Centre Hospitalier Intercommunal Elbeuf-Louviers-Val de Reuil (Site d’Elbeuf-Les Feugrais);Centre Hospitalier Intercommunal Elbeuf-Louviers-Val de Reuil;AccèsLibre;Oui;95
916;La Boucane;Restaurant La Boucane;OSM;Inconnu;129
917;Plage-Baignade Yport;Yport;OSM;Inconnu;74
918;Gîtes de France® - Le Conquérant;Aucun;Aucune;Inconnu;0
919;Atelier tambour fleuri;Aucun;Aucune;Inconnu;0
921;Appart Hôtel Terres de France Rouen Flaubert;Terres de France - Appart Hotel Rouen Flaubert;AccèsLibre;Oui;130
922;Train touristique Rouen;Rouen I;OSM;Inconnu;90
923;Cello 360 Break - Christian-Pierre La Marca & Yaman Okur;Aucun;Aucune;Inconnu;0
924;La Maison - Chambre Nicolas;Aucun;Aucune;Inconnu;0
925;Atelier aquarelle adultes;Aucun;Aucune;Inconnu;0
926;Les vendredis du Parvis - Concert Los Desperados Band;Aucun;Aucune;Inconnu;0
927;Église Saint-Jacques;Église Saint-Jacques;OSM;Inconnu;90
929;Le Grand Eawy;Aucun;Aucune;Inconnu;0
930;L'Andellix;Aucun;Aucune;Inconnu;0
931;Concert des Carny Barker;Aucun;Aucune;Inconnu;0
932;Exposition Lin'démodable;Aucun;Aucune;Inconnu;0
933;Brasserie des Halles;Brasserie des Halles;AccèsLibre;Oui;130
934;Humour : Jérémy Charbonnel, Seul Tout;Aucun;Aucune;Inconnu;0
935;Longueville-sur-Scie à pied;Aucun;Aucune;Inconnu;0
936;Bleue Fantaisie;Aucun;Aucune;Inconnu;0
937;Atelier petite enfance - Ecorce;Aucun;Aucune;Inconnu;0
938;Cape-Cod;Résidence Cap Cod;OSM;Inconnu;91
939;Maison Vatelier Boulangerie;Maison Vatelier;OSM;Oui;129
940;Grand tournoi de Kubb;Aucun;Aucune;Inconnu;0
941;Gîte 3 matelots;Aucun;Aucune;Inconnu;0
942;Aire de stationnement et de service du Camping l'Oiseau Blanc;L'Oiseau Blanc;OSM;Inconnu;93
943;Gîtes de France® - Rose;Aucun;Aucune;Inconnu;0
944;Balade à la découverte de Veauville-lès-Baons;Veauville-lès-Baons;OSM;Inconnu;89
945;Le Manoir de Séverine;Aucun;Aucune;Inconnu;0
946;Gîte de La Ruchette;Aucun;Aucune;Inconnu;0
948;Chalet Mésange;Aucun;Aucune;Inconnu;0
949;TRÉSORS DU RIVAGE;Aucun;Aucune;Inconnu;0
951;Plongeons au coeur de la tourbière - 5 km;Aucun;Aucune;Inconnu;0
952;[Exposition photographique] Gilles Lange;Aucun;Aucune;Inconnu;0
953;Le Puit;Aucun;Aucune;Inconnu;0
954;Gîte de M. Oury- N° 2;Aucun;Aucune;Inconnu;0
955;Marché traditionnel;Aucun;Aucune;Inconnu;0
956;La Normande;Aucun;Aucune;Inconnu;0
957;Demeure en Seine;Aucun;Aucune;Inconnu;0
959;Randonnée à Argueil;pharmacie Argueil;AccèsLibre;Non;94
960;"Appartement duplex ""Cour de la Plage""";Cour de la Plage;OSM;Inconnu;98
961;[Animations] Structures gonflables;Aucun;Aucune;Inconnu;0
962;Clinique Mathilde - Groupe Vivalto Santé;Clinique Mathilde;OSM;Inconnu;95
963;Atelier Grand miroir fleuri;Aucun;Aucune;Inconnu;0
964;Les Prieurales;Aucun;Aucune;Inconnu;0
965;Centre Hospitalier (Gournay-en-Bray);Centre Hospitalier;AccèsLibre;Oui;99
967;[Salon] L'Immobilier et de l'Habitat;Aucun;Aucune;Inconnu;0
968;Poterie Seinomarine- Claire-Marie Fournier EI;Aucun;Aucune;Inconnu;0
969;SCI de la mer - OCHANDO Amel;Aucun;Aucune;Inconnu;0
971;Sport Nautique et Plaisance du Havre;SPORT NAUTIQUE ET PLAISANCE (SNPH);AccèsLibre;Inconnu;112
973;Spectacle : Night Fever - A tribute to the Bee Gees;Aucun;Aucune;Inconnu;0
974;Les Tables de la Gare;Les Tables de la Gare;AccèsLibre;Oui;129
975;Gîtes de France® - Le Lodge du Parc;Aucun;Aucune;Inconnu;0
976;Challenge Equi Normandie - National Pro 1 Amateur - Etape 3;Aucun;Aucune;Inconnu;0
977;Le verger conservatoire;Aucun;Aucune;Inconnu;0
978;Gîtes de France® - La Bergerie du Mauconduit;Aucun;Aucune;Inconnu;0
979;Maison de Santé pluridisciplinaire Les Jardins Le Havre Bléville;Maison de santé des Jardins;OSM;Inconnu;100
980;Sur les pas des ramendeuses;Aucun;Aucune;Inconnu;0
981;Festival Les goûts et les couleurs Les associations de Mont-Saint-Aignan font leur festival;Aucun;Aucune;Inconnu;0
982;Visite guidée : Aux sources de Graville;Aucun;Aucune;Inconnu;0
983;Gîtes de France® - Les Hêtres;Aucun;Aucune;Inconnu;0
984;Les Fleurs de Maria;Aucun;Aucune;Inconnu;0
985;La Mare au Thym;Aucun;Aucune;Inconnu;0
986;Vinotilus;Aucun;Aucune;Inconnu;0
987;Concert d'orgue par Olivier Latry;Aucun;Aucune;Inconnu;0
988;Atelier petite enfance - L'automne;Aucun;Aucune;Inconnu;0
989;L'Estival;Aucun;Aucune;Inconnu;0
990;Masterclass photo : Retouche photo;Aucun;Aucune;Inconnu;0
991;Manoir d'Auffay;Aucun;Aucune;Inconnu;0
992;Exposition : Héritage en dialogue;Aucun;Aucune;Inconnu;0
993;Quai 39;Aucun;Aucune;Inconnu;0
994;Parc de l'Abbaye du Valasse;Abbaye du Valasse;OSM;Inconnu;98
995;Office de Tourisme Bray Eawy - Location de vélos;Aucun;Aucune;Inconnu;0
996;La Ferme du Cèdre;Aire de la Ferme du Cèdre;OSM;Inconnu;73
998;EARL du Bellevent;Aucun;Aucune;Inconnu;0
999;"""LE BALCON DE NOTRE DAME"" du groupe ISAHORA-LOCATION.COM";Aucun;Aucune;Inconnu;0
1000;Indus;Aucun;Aucune;Inconnu;0
1001;Atelier dégustation de vin au Havre - une expérience gourmande au Cacaotier;Aucun;Aucune;Inconnu;0
1002;Concert : Maddy Blues;Aucun;Aucune;Inconnu;0
1003;Les Capucines de la petite Fosse;Aucun;Aucune;Inconnu;0
1004;Visite guidée du Cimetière Sainte-Marie :  Mémoire de Guerres;Cimetière Sainte-Marie;AccèsLibre;Oui;89
1005;La Petite Vallée;Aucun;Aucune;Inconnu;0
1006;Aire de stationnement d'Auffay - Val-de-Scie;Auffay;OSM;Inconnu;96
1007;"Suite d'hôte de charme ""Le Hameau d'Ouville""";Aucun;Aucune;Inconnu;0
1008;Concert-conférence de la saison culturelle du Bosmelet;Aucun;Aucune;Inconnu;0
1009;L'Éclat d'Emaux - Sophie MARTINACHE;Aucun;Aucune;Inconnu;0
1011;"Le Coin des Aromates - Chambre ""Hysope""";Aucun;Aucune;Inconnu;0
1012;Gîtes de France® - Le Four à Pain;Aucun;Aucune;Inconnu;0
1013;Salon de la Fête des Mères à la Résidence des Sources d'Héricourt en Caux;Résidence Les Sources;OSM;Inconnu;89
1014;Sunêlia l'Aiguille Creuse;L'Aiguille Creuse;OSM;Inconnu;75
1015;Location de vélos - Office de Tourisme Auffay Val-de-Scie;Aucun;Aucune;Inconnu;0
1016;Parc de la Sauvagette;Parc de la Sauvagette;OSM;Inconnu;83
1018;Exposition de peinture;Aucun;Aucune;Inconnu;0
1019;Le Lihut;Aucun;Aucune;Inconnu;0
1020;Le Funiculaire;FUNICULAIRE;AccèsLibre;Oui;113
1021;La Ferté Saint Samson;Mairie - La Ferté-Saint-Samson;AccèsLibre;Inconnu;94
1022;Villa 27 entre falaise et mer;Aucun;Aucune;Inconnu;0
1023;Randonnée à Mauquenchy (hippodrome);Mauquenchy;OSM;Inconnu;86
1024;La Foire Saint Romain;Aucun;Aucune;Inconnu;0
1025;Au gré des vents sur un vieux gréement à Fécamp;Fécamp;OSM;Inconnu;92
1026;[Cérémonie] Commémorations du 08 mai 1945;Aucun;Aucune;Inconnu;0
1027;Meublé 56 LEVILLAIN;Aucun;Aucune;Inconnu;0
1029;Veules les Roses et son petit fleuve;Veules-les-Roses;OSM;Oui;87
1030;Les Jacquemarts en attelage;Aucun;Aucune;Inconnu;0
1031;[Café] Art et inconscient;Aucun;Aucune;Inconnu;0
1032;Visite commentée de l'écomusée du lin : Le lin, de la graine au tissu;Aucun;Aucune;Inconnu;0
1033;Gîtes de France® - La Maréchalerie;Aucun;Aucune;Inconnu;0
1035;Séance de yoga;Aucun;Aucune;Inconnu;0
1036;Stretching musical dans un lieu exceptionnel;Aucun;Aucune;Inconnu;0
1037;Valentine Léger · Guide conférencière;Aucun;Aucune;Inconnu;0
1038;La Sente des Manoirs;Aucun;Aucune;Inconnu;0
1039;Aire de pique-nique de Clères;Clères;OSM;Inconnu;96
1040;Théâtre : Enquête à Pen-arcouet;Aucun;Aucune;Inconnu;0
1042;GAEC La Chèvrerie de Bliquetuit;La Chèvrerie de Bliquetuit;OSM;Inconnu;109
1043;Atelier BD caricature et humour avec Nicolas Stérin;Aucun;Aucune;Inconnu;0
1044;Marché traditionnel;Aucun;Aucune;Inconnu;0
1045;Urban Style Hôtel de l'Europe;Urban Style Hotel de l'Europe;AccèsLibre;Non;130
1046;Descente de la Durdent en kayak ou en paddle;Aucun;Aucune;Inconnu;0
1047;Visite guidée de Luneray, lin et textile;Luneray;OSM;Inconnu;91
1048;Gîtes de France® - Les Erables;Aucun;Aucune;Inconnu;0
1049;Théâtre : Tournoi International;Aucun;Aucune;Inconnu;0
1051;GUILLAUME ET MATHILDE, SACRÉS NORMANDS;Aucun;Aucune;Inconnu;0
1052;Victor By Milot;Victor By Milot;AccèsLibre;Inconnu;92
1053;[Exposition] Jean-Pierre Clément;Aucun;Aucune;Inconnu;0
1054;Visite guidée : Les serres des Jardins Suspendus;Aucun;Aucune;Inconnu;0
1055;"Les Gîtes de Fabienne ""Le Nid"" -  Domaine Le Soleil Couchant";Aucun;Aucune;Inconnu;0
1056;Visite de Forges-les-Eaux « Ferro et Aqua »;Mairie de Forges-les-Eaux;AccèsLibre;Oui;89
1057;Les Falaises de Criel;Aucun;Aucune;Inconnu;0
1058;Coffee Bike l'Atelier;Coffee Bike;OSM;Inconnu;126
1059;Jeûne et randonnée organisé par Les 5 soleils;Aucun;Aucune;Inconnu;0
1060;Sortie ornithologique - Les hirondelles et martinets;Aucun;Aucune;Inconnu;0
1061;Vers la Forêt d'Eawy;Aucun;Aucune;Inconnu;0
1062;Les Petites Suites Dieppoises - Le Petit Prince a dit;Aucun;Aucune;Inconnu;0
1063;Gîte Ailly;Aucun;Aucune;Inconnu;0
1064;[Causerie Littéraire] À la rencontre de François Mauriac;Aucun;Aucune;Inconnu;0
1065;"Marché à la ferme ""Les Prés d'Artemare""";Aucun;Aucune;Inconnu;0
1067;Centre de rééducation La Roseraie;Aucun;Aucune;Inconnu;0
1069;Gîtes de France® - Le Duplex;Aucun;Aucune;Inconnu;0
1070;Biscuits de Caux;Aucun;Aucune;Inconnu;0
1071;Gîte Quartz;Aucun;Aucune;Inconnu;0
1073;Descente de la Durdent en kayak ou en paddle;Aucun;Aucune;Inconnu;0
1074;Poney Club de Gonfreville l'Orcher;Aucun;Aucune;Inconnu;0
1075;Le Cottage;Aucun;Aucune;Inconnu;0
1076;Le chapardeur du marais;Aucun;Aucune;Inconnu;0
1077;Cidrerie du Petit Clos;Aucun;Aucune;Inconnu;0
1078;[Conférence chorale] Les chansons du cousinage Normandie-Amérique du Nord;Aucun;Aucune;Inconnu;0
1079;Journée Portes Ouvertes JEMA 2026;Aucun;Aucune;Inconnu;0
1080;Gîtes de France® - Mer et Jetée;Jetée;OSM;Inconnu;92
1081;Gîtes de France® - Les Saules Pleureurs;Aucun;Aucune;Inconnu;0
1082;Routes par le Maroc;Aucun;Aucune;Inconnu;0
1083;Détente au banya;Aucun;Aucune;Inconnu;0
1084;LISIÈRES SAUVAGES;Aucun;Aucune;Inconnu;0
1085;Ferme de La Mare;Exploitation laitière Ferme de la mare;OSM;Inconnu;81
1086;Atelier Terre de Bray;Aucun;Aucune;Inconnu;0
1087;Les Amandiers : Le Zôme;Aucun;Aucune;Inconnu;0
1088;Découverte de la Saâne en paddle;Aucun;Aucune;Inconnu;0
1090;Atelier éveil à la ferme;Aucun;Aucune;Inconnu;0
1091;Le Jardin des Arts;Aucun;Aucune;Inconnu;0
1092;Cirque Théâtre d'Elbeuf;Cirque-Théâtre d'Elbeuf;AccèsLibre;Oui;113
1093;Séance de yoga;Aucun;Aucune;Inconnu;0
1094;Atelier : Bricoler et virevolter;Aucun;Aucune;Inconnu;0
1095;Le Prado;Le Prado;AccèsLibre;Oui;130
1096;Rando’Lin;Aucun;Aucune;Inconnu;0
1097;Les Fabulettes;Aucun;Aucune;Inconnu;0
1099;Aire de Camping-Car de Clères;Aire Camping-Car de Clères;OSM;Inconnu;86
1100;Marché traditionnel;Aucun;Aucune;Inconnu;0
1101;Aux Goûts du Monde;Crousty Food;OSM;Inconnu;80
1102;Les P'tites Pommes;Les P'tites Pommes;AccèsLibre;Oui;130
1103;M. CELLIER;Aucun;Aucune;Inconnu;0
1104;Séance de yoga;Aucun;Aucune;Inconnu;0
1105;Gîtes de France® - L'Ecluse;Aucun;Aucune;Inconnu;0
1106;Gîte Marie;Aucun;Aucune;Inconnu;0
1107;Villa Armand Salacrou;Villa Maritime;OSM;Inconnu;80
1108;Le Clos Narcisse;Aucun;Aucune;Inconnu;0
1109;Propos de jardinier : Les plantes médicinales;Aucun;Aucune;Inconnu;0
1110;Les trésors de la Seine en kayak au coucher du soleil;Aucun;Aucune;Inconnu;0
1111;Parc Canadien - Tipis Hôtel (tout confort);Parc Canadien;AccèsLibre;Oui;87
1112;Le petit Perroy;Aucun;Aucune;Inconnu;0
1113;Maison des Quatre Eléments;Aucun;Aucune;Inconnu;0
1114;Le Tour d'Hénouville;Aucun;Aucune;Inconnu;0
1115;Art's en folie à Ouville l'Abbaye;Aucun;Aucune;Inconnu;0
1116;Visite guidée : Central téléphonique;Aucun;Aucune;Inconnu;0
1117;L'essentiel - Espace bien-être;À la descente du bateau;OSM;Inconnu;71
1119;Balcon face à la mer;Aucun;Aucune;Inconnu;0
1120;Hôtel B&B Le Havre 2;B&B Hôtels Le Havre 2;OSM;Inconnu;120
1121;Aire de stationnement et de service du Camping ABIJUNE;Camping Abijune;OSM;Inconnu;85
1122;Cinéma Les Arts;Les Arts;OSM;Inconnu;120
1123;Camping Le Rivage;Le Rivage;OSM;Inconnu;89
1124;Maison Caillet - Hôtel;Maison Caillet;AccèsLibre;Oui;129
1125;Festival Normandie Impressionniste;Aucun;Aucune;Inconnu;0
1126;La Maison de Sotteville sur Mer;Aucun;Aucune;Inconnu;0
1127;Découverte des oiseaux des jardins;Aucun;Aucune;Inconnu;0
1128;[Visite guidée] Les femmes et la mer;Aucun;Aucune;Inconnu;0
1129;Visite guidée - Jardin jungle;Aucun;Aucune;Inconnu;0
1130;"Marché à la ferme ""Les Prés d'Artemare""";Aucun;Aucune;Inconnu;0
1131;Meublé 33;Aucun;Aucune;Inconnu;0
1132;Parcours du Saint-Mellon;Aucun;Aucune;Inconnu;0
1133;Loto;Aucun;Aucune;Inconnu;0
1135;[Biodiversité littorale] Plage de Pourville-sur-Mer;Aucun;Aucune;Inconnu;0
1137;Masterclass photo : Photo macro;Aucun;Aucune;Inconnu;0
1139;Tissevent : chambres à la campagne;Aucun;Aucune;Inconnu;0
1140;Cours - Golf de Yerville;Aucun;Aucune;Inconnu;0
1141;Randonnée à Argueil;pharmacie Argueil;AccèsLibre;Non;94
1142;10km de Rives-en-Seine;Aucun;Aucune;Inconnu;0
1143;Centre aquatique de Rives-en-Seine;Aucun;Aucune;Inconnu;0
1144;Gîte de Beaufournier;Le Beaufournier;OSM;Inconnu;77
1145;Visite guidée de l'exposition : Petites voiles;Aucun;Aucune;Inconnu;0
1146;Atelier Gourmand, du champ à l’assiette : le safran;Aucun;Aucune;Inconnu;0
1147;Festival des Orgues Cavaillé-Coll;Aucun;Aucune;Inconnu;0
1148;Repas spectacle : Cabaret;Aucun;Aucune;Inconnu;0
1149;Bateau Eros;Aucun;Aucune;Inconnu;0
1150;Le Prêtre;Aucun;Aucune;Inconnu;0
1151;CONCERT LIVE & BREAKFAST;Aucun;Aucune;Inconnu;0
1153;Randonnée goûter;Aucun;Aucune;Inconnu;0
1154;L'Embar'Quai;Aucun;Aucune;Inconnu;0
1155;Forêt domaniale de Roumare;Aucun;Aucune;Inconnu;0
1156;Concert de la Lyre Amicale;Aucun;Aucune;Inconnu;0
1157;Pêcherie Côte d'Albâtre;Aucun;Aucune;Inconnu;0
1158;Concert : Scott Bradlee’s Postmodern Jukebox - The Future Is Vintage Tour;Aucun;Aucune;Inconnu;0
1159;Cours de navigation à la voile - Enfants (dès 7ans) - Centre Nautique du Tréport;Aucun;Aucune;Inconnu;0
1160;Loca'Bike;Aucun;Aucune;Inconnu;0
1161;Hôtel le Grand Pavois;Hôtel Le Grand Pavois;AccèsLibre;Oui;130
1162;Sarl Jean-Marc Malo;Aucun;Aucune;Inconnu;0
1163;Hôtel Les Frégates;Les Frégates Hotel Restaurant;AccèsLibre;Non;130
1164;Hôtel des Bains;Hôtel les Bains;AccèsLibre;Non;129
1165;Déjeuner Croisière de l'Écluse;Aucun;Aucune;Inconnu;0
1166;La Crielloise;Aucun;Aucune;Inconnu;0
1167;Au refuge de la colline;Aucun;Aucune;Inconnu;0
1168;Villa Juliette;Aucun;Aucune;Inconnu;0
1169;Rando Azimut and Caux;Aucun;Aucune;Inconnu;0
1170;Exposition : L'Unicité de la couleur;Aucun;Aucune;Inconnu;0
1171;Le Phare;Aucun;Aucune;Inconnu;0
1172;Cleome · Mme Mouchel;Aucun;Aucune;Inconnu;0
1173;Cinéma Pathé (Docks Vauban);Pathé Docks Vauban;OSM;Inconnu;128
1174;Aquacaux;Aucun;Aucune;Inconnu;0
1175;Pôle de santé libéral et ambulatoire Pays de Bovary - Ry;Aucun;Aucune;Inconnu;0
1178;Hôtel Ibis Le Havre Centre;Hôtel Ibis Le Havre Centre;AccèsLibre;Oui;130
1179;La Route de Lyons;Aucun;Aucune;Inconnu;0
1180;A Babord Toute ! - Chambre d'hôtes;Aucun;Aucune;Inconnu;0
1181;Les Petites Suites Dieppoises - La Tanière du Loup;Aucun;Aucune;Inconnu;0
1182;Des Sources de la Saâne à la Couture à cheval;Aucun;Aucune;Inconnu;0
1183;Villa Argonne - Gîte Dieppe;Aucun;Aucune;Inconnu;0
1184;Vélo-Rails et Train Touristique Etretat Pays de Caux;Vélo-Rails Étretat Pays de Caux;OSM;Partiel;83
1185;Danse jeune public : Attendez-moi ! Solo pour Zouzou;Aucun;Aucune;Inconnu;0
1186;Médiation EAZA  Spéciale Zone humide;Aucun;Aucune;Inconnu;0
1187;Fête du printemps et grand rassemblement de véhicules anciens;Aucun;Aucune;Inconnu;0
1188;Plage-Baignade Saint-Jouin-Bruneval;Aucun;Aucune;Inconnu;0
1189;Safran de Caux;Aucun;Aucune;Inconnu;0
1190;Visit and Run;Aucun;Aucune;Inconnu;0
1191;De Seine en forêt;Aucun;Aucune;Inconnu;0
1192;Soin de soi;Aucun;Aucune;Inconnu;0
1193;Rencontre avec un Liniculteur;Aucun;Aucune;Inconnu;0
1194;Le Grand Quai;Le Grand Quai;AccèsLibre;Oui;130
1196;Activité sportive : poull ball;Aucun;Aucune;Inconnu;0
1197;Ça picore ! - Atelier jeune public;Aucun;Aucune;Inconnu;0
1198;Visite : Les Cordiers au temps des bains de mer;Aucun;Aucune;Inconnu;0
1199;Centre hospitalier Intercommunal du Pays des Hautes Falaises;Centre Hospitalier intercommunal;AccèsLibre;Oui;88
1200;La Pougaraise - Randonnée Cycliste;Aucun;Aucune;Inconnu;0
1201;Exposition : L'évolution du tourisme depuis 1926;Aucun;Aucune;Inconnu;0
1202;Centre Hospitalier Local Saint Romain de Colbosc;Centre Hospitalier de Saint-Romain-de-Colbosc;AccèsLibre;Oui;122
1203;Gournay-en-Bray, ville reconstruite;Optic 2000 - Opticien Gournay-En-Bray;AccèsLibre;Oui;93
1204;Cinéma Les Arches Lumière;Aucun;Aucune;Inconnu;0
1205;Entre Seine et Terre;Aucun;Aucune;Inconnu;0
1206;Mini-atelier rigolo : I'm blue (da ba dee);Aucun;Aucune;Inconnu;0
1207;Forêt domaniale de Lyons;Aucun;Aucune;Inconnu;0
1208;"Rallye ""le lin dans tous ses états""";Aucun;Aucune;Inconnu;0
1209;165 paradis haut;Aucun;Aucune;Inconnu;0
1210;L'Annexe;Aucun;Aucune;Inconnu;0
